plant_name,season,region,watering_frequency,water_amount_liters,fertilizer_type,fertilizer_amount,nitrogen_requirement,phosphorus_requirement,potassium_requirement,micronutrients_required,sunlight_requirement,temperature_range_celsius,humidity_range_percent,wind_tolerance,care_instructions
Spring Onion Plant,Monsoon,West Bengal,Every 3-4 days,0.5-1 L,Organic Compost,300 g/m²,Medium,Medium,Medium,Zinc; Iron,Partial Sun,18-28°C,80-100%,Low,Ensure drainage to avoid bulb rot.
Spring Onion Plant,Autumn,Tamil Nadu,Every 2-3 days,0.5 L,NPK 19-19-19,15 g/m²,Medium,Medium,Medium,Boron; Iron,Partial Sun,15-28°C,55-75%,Low,Maintain regular watering.
Spring Onion Plant,Autumn,Karnataka,Every 2-3 days,0.5 L,NPK 19-19-19,15 g/m²,Medium,Medium,Medium,Boron; Iron,Partial Sun,14-27°C,55-75%,Low,Maintain regular watering.
Spring Onion Plant,Autumn,Maharashtra,Every 2-3 days,0.5 L,NPK 19-19-19,15 g/m²,Medium,Medium,Medium,Boron; Iron,Partial Sun,16-29°C,50-70%,Low,Maintain regular watering.
Spring Onion Plant,Autumn,Punjab,Every 2-3 days,0.5 L,NPK 19-19-19,15 g/m²,Medium,Medium,Medium,Boron; Iron,Partial Sun,17-30°C,45-65%,Low,Maintain regular watering.
Spring Onion Plant,Autumn,West Bengal,Every 2-3 days,0.5 L,NPK 19-19-19,15 g/m²,Medium,Medium,Medium,Boron; Iron,Partial Sun,15-28°C,60-80%,Low,Maintain regular watering.
Spring Onion Plant,Windy,Tamil Nadu,Every 2 days,0.5-1 L,Organic Compost,250 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,18-30°C,45-65%,Low,Protect young leaves from strong winds.
Spring Onion Plant,Windy,Karnataka,Every 2 days,0.5-1 L,Organic Compost,250 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,17-29°C,45-65%,Low,Protect young leaves from strong winds.
Spring Onion Plant,Windy,Maharashtra,Every 2 days,0.5-1 L,Organic Compost,250 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,19-31°C,40-60%,Low,Protect young leaves from strong winds.
Spring Onion Plant,Windy,Punjab,Every 2 days,0.5-1 L,Organic Compost,250 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,20-32°C,35-55%,Low,Protect young leaves from strong winds.
Spring Onion Plant,Windy,West Bengal,Every 2 days,0.5-1 L,Organic Compost,250 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,18-30°C,50-70%,Low,Protect young leaves from strong winds.
Radish Plant,Summer,Tamil Nadu,Every 2 days,1-2 L,Organic Compost,1 kg/m²,Medium,Medium,Medium,Potassium; Calcium,Partial Sun,18-30°C,55-75%,Low,Keep soil moist for root development.
Radish Plant,Summer,Punjab,Every 2 days,1-2 L,Organic Compost,1 kg/m²,Medium,Medium,Medium,Potassium; Calcium,Partial Sun,20-32°C,45-65%,Low,Keep soil moist for root development.
Radish Plant,Summer,Uttar Pradesh,Every 2 days,1-2 L,Organic Compost,1 kg/m²,Medium,Medium,Medium,Potassium; Calcium,Partial Sun,20-32°C,45-65%,Low,Keep soil moist for root development.
Radish Plant,Summer,West Bengal,Every 2 days,1-2 L,Organic Compost,1 kg/m²,Medium,Medium,Medium,Potassium; Calcium,Partial Sun,18-30°C,60-80%,Low,Keep soil moist for root development.
Radish Plant,Summer,Bihar,Every 2 days,1-2 L,Organic Compost,1 kg/m²,Medium,Medium,Medium,Potassium; Calcium,Partial Sun,19-31°C,55-75%,Low,Keep soil moist for root development.
Radish Plant,Winter,Tamil Nadu,Every 3 days,1 L,Vermicompost,500 g/m²,Medium,Medium,Medium,Calcium; Boron,Full Sun,10-22°C,45-65%,Low,Ideal season for root growth.
Radish Plant,Winter,Punjab,Every 3 days,1 L,Vermicompost,500 g/m²,Medium,Medium,Medium,Calcium; Boron,Full Sun,12-24°C,35-55%,Low,Ideal season for root growth.
Radish Plant,Winter,Uttar Pradesh,Every 3 days,1 L,Vermicompost,500 g/m²,Medium,Medium,Medium,Calcium; Boron,Full Sun,12-24°C,35-55%,Low,Ideal season for root growth.
Radish Plant,Winter,West Bengal,Every 3 days,1 L,Vermicompost,500 g/m²,Medium,Medium,Medium,Calcium; Boron,Full Sun,10-22°C,50-70%,Low,Ideal season for root growth.
Radish Plant,Winter,Bihar,Every 3 days,1 L,Vermicompost,500 g/m²,Medium,Medium,Medium,Calcium; Boron,Full Sun,11-23°C,45-65%,Low,Ideal season for root growth.
Radish Plant,Monsoon,Tamil Nadu,Every 3-4 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Zinc; Iron,Partial Sun,18-28°C,75-95%,Low,Prevent waterlogging.
Radish Plant,Monsoon,Punjab,Every 3-4 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Zinc; Iron,Partial Sun,20-30°C,65-85%,Low,Prevent waterlogging.
Radish Plant,Monsoon,Uttar Pradesh,Every 3-4 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Zinc; Iron,Partial Sun,20-30°C,65-85%,Low,Prevent waterlogging.
Radish Plant,Monsoon,West Bengal,Every 3-4 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Zinc; Iron,Partial Sun,18-28°C,80-100%,Low,Prevent waterlogging.
Radish Plant,Monsoon,Bihar,Every 3-4 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Zinc; Iron,Partial Sun,19-29°C,75-95%,Low,Prevent waterlogging.
Radish Plant,Autumn,Tamil Nadu,Every 2-3 days,1 L,NPK 10-10-10,20 g/m²,Medium,Medium,Medium,Potassium; Calcium,Full Sun,15-25°C,55-75%,Low,Maintain loose soil.
Radish Plant,Autumn,Punjab,Every 2-3 days,1 L,NPK 10-10-10,20 g/m²,Medium,Medium,Medium,Potassium; Calcium,Full Sun,17-27°C,45-65%,Low,Maintain loose soil.
Radish Plant,Autumn,Uttar Pradesh,Every 2-3 days,1 L,NPK 10-10-10,20 g/m²,Medium,Medium,Medium,Potassium; Calcium,Full Sun,17-27°C,45-65%,Low,Maintain loose soil.
Radish Plant,Autumn,West Bengal,Every 2-3 days,1 L,NPK 10-10-10,20 g/m²,Medium,Medium,Medium,Potassium; Calcium,Full Sun,15-25°C,60-80%,Low,Maintain loose soil.
Radish Plant,Autumn,Bihar,Every 2-3 days,1 L,NPK 10-10-10,20 g/m²,Medium,Medium,Medium,Potassium; Calcium,Full Sun,16-26°C,55-75%,Low,Maintain loose soil.
Radish Plant,Windy,Tamil Nadu,Every 2 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,15-28°C,45-65%,Low,Protect young plants.
Radish Plant,Windy,Punjab,Every 2 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,17-30°C,35-55%,Low,Protect young plants.
Radish Plant,Windy,Uttar Pradesh,Every 2 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,17-30°C,35-55%,Low,Protect young plants.
Radish Plant,Windy,West Bengal,Every 2 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,15-28°C,50-70%,Low,Protect young plants.
Radish Plant,Windy,Bihar,Every 2 days,1 L,Organic Compost,500 g/m²,Medium,Medium,Medium,Calcium,Partial Sun,16-29°C,45-65%,Low,Protect young plants.
Lemon,Summer,Andhra Pradesh,Every 3-4 days,10-15 L,Fruit Fertilizer,400 g/tree,Medium,High,High,Zinc; Iron; Magnesium,Full Sun,26-39°C,45-75%,Medium,Water deeply during fruiting.
Lemon,Summer,Tamil Nadu,Every 3-4 days,10-15 L,Fruit Fertilizer,400 g/tree,Medium,High,High,Zinc; Iron; Magnesium,Full Sun,25-38°C,45-75%,Medium,Water deeply during fruiting.
Lemon,Summer,Maharashtra,Every 3-4 days,10-15 L,Fruit Fertilizer,400 g/tree,Medium,High,High,Zinc; Iron; Magnesium,Full Sun,26-39°C,40-70%,Medium,Water deeply during fruiting.
Lemon,Summer,Gujarat,Every 3-4 days,10-15 L,Fruit Fertilizer,400 g/tree,Medium,High,High,Zinc; Iron; Magnesium,Full Sun,27-40°C,30-60%,Medium,Water deeply during fruiting.
Lemon,Summer,Bihar,Every 3-4 days,10-15 L,Fruit Fertilizer,400 g/tree,Medium,High,High,Zinc; Iron; Magnesium,Full Sun,26-39°C,45-75%,Medium,Water deeply during fruiting.
Lemon,Winter,Andhra Pradesh,Every 10-15 days,5 L,Organic Compost,5 kg/tree,Low,Medium,High,Calcium; Magnesium,Full Sun,13-26°C,45-65%,Medium,Reduce watering in cool weather.
Lemon,Winter,Tamil Nadu,Every 10-15 days,5 L,Organic Compost,5 kg/tree,Low,Medium,High,Calcium; Magnesium,Full Sun,12-25°C,45-65%,Medium,Reduce watering in cool weather.
Lemon,Winter,Maharashtra,Every 10-15 days,5 L,Organic Compost,5 kg/tree,Low,Medium,High,Calcium; Magnesium,Full Sun,13-26°C,40-60%,Medium,Reduce watering in cool weather.
Lemon,Winter,Gujarat,Every 10-15 days,5 L,Organic Compost,5 kg/tree,Low,Medium,High,Calcium; Magnesium,Full Sun,14-27°C,30-50%,Medium,Reduce watering in cool weather.
Lemon,Winter,Bihar,Every 10-15 days,5 L,Organic Compost,5 kg/tree,Low,Medium,High,Calcium; Magnesium,Full Sun,13-26°C,45-65%,Medium,Reduce watering in cool weather.
Lemon,Monsoon,Andhra Pradesh,Every 7 days,5-8 L,Vermicompost,3 kg/tree,Medium,High,Medium,Iron; Zinc,Full Sun,23-35°C,75-95%,Medium,Avoid waterlogging around roots.
Lemon,Monsoon,Tamil Nadu,Every 7 days,5-8 L,Vermicompost,3 kg/tree,Medium,High,Medium,Iron; Zinc,Full Sun,22-34°C,75-95%,Medium,Avoid waterlogging around roots.
Lemon,Monsoon,Maharashtra,Every 7 days,5-8 L,Vermicompost,3 kg/tree,Medium,High,Medium,Iron; Zinc,Full Sun,23-35°C,70-90%,Medium,Avoid waterlogging around roots.
Lemon,Monsoon,Gujarat,Every 7 days,5-8 L,Vermicompost,3 kg/tree,Medium,High,Medium,Iron; Zinc,Full Sun,24-36°C,60-80%,Medium,Avoid waterlogging around roots.
Lemon,Monsoon,Bihar,Every 7 days,5-8 L,Vermicompost,3 kg/tree,Medium,High,Medium,Iron; Zinc,Full Sun,23-35°C,75-95%,Medium,Avoid waterlogging around roots.
Lemon,Autumn,Andhra Pradesh,Every 5-7 days,8 L,Fruit Fertilizer,300 g/tree,Medium,High,High,Boron; Potassium,Full Sun,21-33°C,55-75%,Medium,Prepare for flowering.
Lemon,Autumn,Tamil Nadu,Every 5-7 days,8 L,Fruit Fertilizer,300 g/tree,Medium,High,High,Boron; Potassium,Full Sun,20-32°C,55-75%,Medium,Prepare for flowering.
Lemon,Autumn,Maharashtra,Every 5-7 days,8 L,Fruit Fertilizer,300 g/tree,Medium,High,High,Boron; Potassium,Full Sun,21-33°C,50-70%,Medium,Prepare for flowering.
Lemon,Autumn,Gujarat,Every 5-7 days,8 L,Fruit Fertilizer,300 g/tree,Medium,High,High,Boron; Potassium,Full Sun,22-34°C,40-60%,Medium,Prepare for flowering.
Lemon,Autumn,Bihar,Every 5-7 days,8 L,Fruit Fertilizer,300 g/tree,Medium,High,High,Boron; Potassium,Full Sun,21-33°C,55-75%,Medium,Prepare for flowering.
Lemon,Windy,Andhra Pradesh,Every 5 days,10 L,Organic Compost,3 kg/tree,Medium,Medium,High,Calcium,Full Sun,21-36°C,45-65%,Medium,Support young branches.
Lemon,Windy,Tamil Nadu,Every 5 days,10 L,Organic Compost,3 kg/tree,Medium,Medium,High,Calcium,Full Sun,20-35°C,45-65%,Medium,Support young branches.
Lemon,Windy,Maharashtra,Every 5 days,10 L,Organic Compost,3 kg/tree,Medium,Medium,High,Calcium,Full Sun,21-36°C,40-60%,Medium,Support young branches.
Lemon,Windy,Gujarat,Every 5 days,10 L,Organic Compost,3 kg/tree,Medium,Medium,High,Calcium,Full Sun,22-37°C,30-50%,Medium,Support young branches.
Lemon,Windy,Bihar,Every 5 days,10 L,Organic Compost,3 kg/tree,Medium,Medium,High,Calcium,Full Sun,21-36°C,45-65%,Medium,Support young branches.
Dahlia,Summer,Karnataka,Every 2-3 days,2-3 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Partial Sun,17-29°C,55-75%,Medium,Remove faded flowers regularly.
Dahlia,Summer,Tamil Nadu,Every 2-3 days,2-3 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Partial Sun,18-30°C,55-75%,Medium,Remove faded flowers regularly.
Dahlia,Summer,Himachal Pradesh,Every 2-3 days,2-3 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Partial Sun,12-24°C,50-70%,Medium,Remove faded flowers regularly.
Dahlia,Summer,West Bengal,Every 2-3 days,2-3 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Partial Sun,18-30°C,60-80%,Medium,Remove faded flowers regularly.
Dahlia,Summer,Uttar Pradesh,Every 2-3 days,2-3 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Partial Sun,20-32°C,45-65%,Medium,Remove faded flowers regularly.
Dahlia,Winter,Karnataka,Every 3-4 days,1-2 L,Organic Compost,1 kg/plant,Medium,High,High,Calcium; Magnesium,Full Sun,9-21°C,45-65%,Medium,Best flowering season.
Dahlia,Winter,Tamil Nadu,Every 3-4 days,1-2 L,Organic Compost,1 kg/plant,Medium,High,High,Calcium; Magnesium,Full Sun,10-22°C,45-65%,Medium,Best flowering season.
Dahlia,Winter,Himachal Pradesh,Every 3-4 days,1-2 L,Organic Compost,1 kg/plant,Medium,High,High,Calcium; Magnesium,Full Sun,4-16°C,40-60%,Medium,Best flowering season.
Dahlia,Winter,West Bengal,Every 3-4 days,1-2 L,Organic Compost,1 kg/plant,Medium,High,High,Calcium; Magnesium,Full Sun,10-22°C,50-70%,Medium,Best flowering season.
Dahlia,Winter,Uttar Pradesh,Every 3-4 days,1-2 L,Organic Compost,1 kg/plant,Medium,High,High,Calcium; Magnesium,Full Sun,12-24°C,35-55%,Medium,Best flowering season.
Dahlia,Monsoon,Karnataka,Every 4-5 days,1 L,Vermicompost,500 g/plant,Medium,High,Medium,Iron; Zinc,Partial Sun,17-27°C,75-95%,Medium,Prevent fungal diseases.
Dahlia,Monsoon,Tamil Nadu,Every 4-5 days,1 L,Vermicompost,500 g/plant,Medium,High,Medium,Iron; Zinc,Partial Sun,18-28°C,75-95%,Medium,Prevent fungal diseases.
Dahlia,Monsoon,Himachal Pradesh,Every 4-5 days,1 L,Vermicompost,500 g/plant,Medium,High,Medium,Iron; Zinc,Partial Sun,12-22°C,70-90%,Medium,Prevent fungal diseases.
Dahlia,Monsoon,West Bengal,Every 4-5 days,1 L,Vermicompost,500 g/plant,Medium,High,Medium,Iron; Zinc,Partial Sun,18-28°C,80-100%,Medium,Prevent fungal diseases.
Dahlia,Monsoon,Uttar Pradesh,Every 4-5 days,1 L,Vermicompost,500 g/plant,Medium,High,Medium,Iron; Zinc,Partial Sun,20-30°C,65-85%,Medium,Prevent fungal diseases.
Dahlia,Autumn,Karnataka,Every 3 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Iron,Full Sun,14-24°C,55-75%,Medium,Feed before blooming.
Dahlia,Autumn,Tamil Nadu,Every 3 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Iron,Full Sun,15-25°C,55-75%,Medium,Feed before blooming.
Dahlia,Autumn,Himachal Pradesh,Every 3 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Iron,Full Sun,9-19°C,50-70%,Medium,Feed before blooming.
Dahlia,Autumn,West Bengal,Every 3 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Iron,Full Sun,15-25°C,60-80%,Medium,Feed before blooming.
Dahlia,Autumn,Uttar Pradesh,Every 3 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Iron,Full Sun,17-27°C,45-65%,Medium,Feed before blooming.
Dahlia,Windy,Karnataka,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Partial Sun,14-27°C,45-65%,Medium,Stake tall stems.
Dahlia,Windy,Tamil Nadu,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Partial Sun,15-28°C,45-65%,Medium,Stake tall stems.
Dahlia,Windy,Himachal Pradesh,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Partial Sun,9-22°C,40-60%,Medium,Stake tall stems.
Dahlia,Windy,West Bengal,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Partial Sun,15-28°C,50-70%,Medium,Stake tall stems.
Dahlia,Windy,Uttar Pradesh,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Partial Sun,17-30°C,35-55%,Medium,Stake tall stems.
Tuberose,Summer,Tamil Nadu,Every 2-3 days,2 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Full Sun,20-35°C,55-75%,Medium,Regular watering supports flowers.
Tuberose,Summer,Karnataka,Every 2-3 days,2 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Full Sun,19-34°C,55-75%,Medium,Regular watering supports flowers.
Tuberose,Summer,West Bengal,Every 2-3 days,2 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Full Sun,20-35°C,60-80%,Medium,Regular watering supports flowers.
Tuberose,Summer,Maharashtra,Every 2-3 days,2 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Full Sun,21-36°C,50-70%,Medium,Regular watering supports flowers.
Tuberose,Summer,Andhra Pradesh,Every 2-3 days,2 L,Flowering Fertilizer,25 g/plant/month,Medium,High,High,Potassium; Phosphorus; Iron,Full Sun,21-36°C,55-75%,Medium,Regular watering supports flowers.
Tuberose,Winter,Tamil Nadu,Every 5-7 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,12-25°C,45-65%,Medium,Reduce watering during cold months.
Tuberose,Winter,Karnataka,Every 5-7 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,11-24°C,45-65%,Medium,Reduce watering during cold months.
Tuberose,Winter,West Bengal,Every 5-7 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,12-25°C,50-70%,Medium,Reduce watering during cold months.
Tuberose,Winter,Maharashtra,Every 5-7 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,13-26°C,40-60%,Medium,Reduce watering during cold months.
Tuberose,Winter,Andhra Pradesh,Every 5-7 days,1 L,Organic Compost,500 g/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,13-26°C,45-65%,Medium,Reduce watering during cold months.
Tuberose,Monsoon,Tamil Nadu,Every 4-5 days,1 L,Vermicompost,300 g/plant,Medium,High,Medium,Zinc; Iron,Full Sun,20-30°C,75-95%,Medium,Ensure good drainage.
Tuberose,Monsoon,Karnataka,Every 4-5 days,1 L,Vermicompost,300 g/plant,Medium,High,Medium,Zinc; Iron,Full Sun,19-29°C,75-95%,Medium,Ensure good drainage.
Tuberose,Monsoon,West Bengal,Every 4-5 days,1 L,Vermicompost,300 g/plant,Medium,High,Medium,Zinc; Iron,Full Sun,20-30°C,80-100%,Medium,Ensure good drainage.
Tuberose,Monsoon,Maharashtra,Every 4-5 days,1 L,Vermicompost,300 g/plant,Medium,High,Medium,Zinc; Iron,Full Sun,21-31°C,70-90%,Medium,Ensure good drainage.
Tuberose,Monsoon,Andhra Pradesh,Every 4-5 days,1 L,Vermicompost,300 g/plant,Medium,High,Medium,Zinc; Iron,Full Sun,21-31°C,75-95%,Medium,Ensure good drainage.
Tuberose,Autumn,Tamil Nadu,Every 3-4 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Potassium,Full Sun,18-30°C,55-75%,Medium,Prepare bulbs for flowering.
Tuberose,Autumn,Karnataka,Every 3-4 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Potassium,Full Sun,17-29°C,55-75%,Medium,Prepare bulbs for flowering.
Tuberose,Autumn,West Bengal,Every 3-4 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Potassium,Full Sun,18-30°C,60-80%,Medium,Prepare bulbs for flowering.
Tuberose,Autumn,Maharashtra,Every 3-4 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Potassium,Full Sun,19-31°C,50-70%,Medium,Prepare bulbs for flowering.
Tuberose,Autumn,Andhra Pradesh,Every 3-4 days,2 L,Flowering Fertilizer,20 g/plant/month,Medium,High,High,Boron; Potassium,Full Sun,19-31°C,55-75%,Medium,Prepare bulbs for flowering.
Tuberose,Windy,Tamil Nadu,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Full Sun,18-32°C,45-65%,Medium,Protect flower stalks from wind.
Tuberose,Windy,Karnataka,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Full Sun,17-31°C,45-65%,Medium,Protect flower stalks from wind.
Tuberose,Windy,West Bengal,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Full Sun,18-32°C,50-70%,Medium,Protect flower stalks from wind.
Tuberose,Windy,Maharashtra,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Full Sun,19-33°C,40-60%,Medium,Protect flower stalks from wind.
Tuberose,Windy,Andhra Pradesh,Every 3 days,2 L,Organic Compost,500 g/plant,Medium,Medium,High,Calcium,Full Sun,19-33°C,45-65%,Medium,Protect flower stalks from wind.
Jasmine,Summer,Tamil Nadu,Every 2 days,3-5 L,Flowering Fertilizer,50 g/plant/month,Medium,High,High,Iron; Magnesium; Boron,Full Sun,22-35°C,55-75%,Medium,Water deeply and remove faded flowers regularly.
Jasmine,Summer,Karnataka,Every 2 days,3-5 L,Flowering Fertilizer,50 g/plant/month,Medium,High,High,Iron; Magnesium; Boron,Full Sun,21-34°C,55-75%,Medium,Water deeply and remove faded flowers regularly.
Jasmine,Summer,Andhra Pradesh,Every 2 days,3-5 L,Flowering Fertilizer,50 g/plant/month,Medium,High,High,Iron; Magnesium; Boron,Full Sun,23-36°C,55-75%,Medium,Water deeply and remove faded flowers regularly.
Jasmine,Summer,Madhya Pradesh,Every 2 days,3-5 L,Flowering Fertilizer,50 g/plant/month,Medium,High,High,Iron; Magnesium; Boron,Full Sun,24-37°C,45-65%,Medium,Water deeply and remove faded flowers regularly.
Jasmine,Summer,Maharashtra,Every 2 days,3-5 L,Flowering Fertilizer,50 g/plant/month,Medium,High,High,Iron; Magnesium; Boron,Full Sun,23-36°C,50-70%,Medium,Water deeply and remove faded flowers regularly.
Jasmine,Winter,Tamil Nadu,Every 5-7 days,2 L,Organic Compost,2 kg/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,12-25°C,45-65%,Medium,Reduce watering and prune after flowering.
Jasmine,Winter,Karnataka,Every 5-7 days,2 L,Organic Compost,2 kg/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,11-24°C,45-65%,Medium,Reduce watering and prune after flowering.
Jasmine,Winter,Andhra Pradesh,Every 5-7 days,2 L,Organic Compost,2 kg/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,13-26°C,45-65%,Medium,Reduce watering and prune after flowering.
Jasmine,Winter,Madhya Pradesh,Every 5-7 days,2 L,Organic Compost,2 kg/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,14-27°C,35-55%,Medium,Reduce watering and prune after flowering.
Jasmine,Winter,Maharashtra,Every 5-7 days,2 L,Organic Compost,2 kg/plant,Low,Medium,Medium,Calcium; Magnesium,Full Sun,13-26°C,40-60%,Medium,Reduce watering and prune after flowering.
Jasmine,Monsoon,Tamil Nadu,Every 4-5 days,2-3 L,Vermicompost,1 kg/plant,Medium,High,Medium,Iron; Zinc,Full Sun,20-30°C,75-95%,Medium,Ensure proper drainage.
Jasmine,Monsoon,Karnataka,Every 4-5 days,2-3 L,Vermicompost,1 kg/plant,Medium,High,Medium,Iron; Zinc,Full Sun,19-29°C,75-95%,Medium,Ensure proper drainage.
Jasmine,Monsoon,Andhra Pradesh,Every 4-5 days,2-3 L,Vermicompost,1 kg/plant,Medium,High,Medium,Iron; Zinc,Full Sun,21-31°C,75-95%,Medium,Ensure proper drainage.
