plant_name,country,state_or_region,continent,native_status,cultivation_status,climate_zone,best_growing_season,best_growing_months,temperature_min,temperature_max,annual_rainfall_min,annual_rainfall_max,humidity_min,humidity_max,altitude_min,altitude_max,soil_suitability,water_availability,sunlight_condition,frost_tolerance,heat_tolerance,drought_tolerance,salinity_tolerance,wind_tolerance,common_growing_method,commercial_production,remarks,,
Oleander,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,36,700,1200,50,75,500,900,Loamy,Low,Full Sun,Low,High,High,Low,Medium,Garden,Yes,Commonly planted in parks and gardens.,,
Oleander,United States,California,North America,No,Commercial,Mediterranean,Spring,March-June,12,32,250,600,45,70,0,800,Sandy Loam,Low,Full Sun,Medium,High,High,Low,Medium,Roadside Plantation,Yes,Widely used for highway landscaping.,,
Oleander,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,18,34,600,1200,50,75,0,600,Well-drained Sandy Soil,Low,Full Sun,Low,High,High,Low,Medium,Garden,Yes,Grows well in warm coastal regions.,,
Oleander,South Africa,Western Cape,Africa,No,Commercial,Mediterranean,Spring,September-November,10,30,300,700,45,70,0,800,Loamy,Low,Full Sun,Medium,High,Medium,Medium,Medium,Garden,Yes,Widely cultivated as an ornamental plant.,,
Oleander,United Arab Emirates,Dubai,Asia,No,Commercial,Desert,Year-round,January-December,20,42,50,150,30,55,0,200,Sandy Soil,Low,Full Sun,Low,High,High,High,Medium,Landscape,Yes,Commonly used in urban landscaping due to excellent heat tolerance.,,
Ashoka Tree,India,Tamil Nadu,Asia,Yes,Commercial,Tropical,Year-round,January-December,20,36,800,1800,60,85,0,800,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Landscape,Yes,Widely planted in parks and temples.,,
Ashoka Tree,India,Karnataka,Asia,Yes,Commercial,Tropical,Year-round,January-December,20,35,700,1600,60,85,500,900,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Common ornamental avenue tree.,,
Ashoka Tree,India,Kerala,Asia,Yes,Commercial,Tropical,Year-round,January-December,22,34,2000,3500,70,90,0,800,Laterite Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Thrives in humid tropical climates.,,
Ashoka Tree,India,West Bengal,Asia,Yes,Commercial,Tropical,Year-round,January-December,20,34,1200,2000,65,85,0,500,Alluvial Loam,Moderate,Full Sun,Low,Medium,Low,Low,Medium,Landscape,Yes,Popular ornamental tree.,,
Ashoka Tree,Sri Lanka,Central Province,Asia,Yes,Commercial,Tropical,Year-round,January-December,22,32,1500,2500,70,90,200,1000,Loamy,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Native to the Indian subcontinent.,,
Ashoka Tree,Nepal,Lumbini,Asia,Yes,Commercial,Subtropical,Spring,March-June,18,30,1000,1800,60,80,100,800,Loamy,Moderate,Full Sun,Medium,Medium,Low,Low,Medium,Garden,Yes,Grown in subtropical regions.,,
Ashoka Tree,Bangladesh,Dhaka,Asia,Yes,Commercial,Tropical,Year-round,January-December,22,34,1500,2500,70,90,0,300,Alluvial Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Landscape,Yes,Common ornamental tree in cities.,,
Ashoka Tree,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Year-round,January-December,22,33,1000,1800,65,85,300,900,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Garden,Yes,Cultivated in botanical gardens and parks.,,
Ashoka Tree,Malaysia,Selangor,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,500,Loamy,High,Full Sun,Low,Medium,Low,Low,Medium,Landscape,Yes,Popular ornamental shade tree.,,
Ashoka Tree,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,1000,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Commonly planted in parks and gardens.,,
Bottle Palm,Mauritius,Pamplemousses,Africa,Yes,Commercial,Tropical,Year-round,January-December,20,32,1000,2000,60,85,0,300,Well-drained Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Medium,High,Landscape,Yes,Native to Mauritius and widely used as an ornamental palm.,,
Bottle Palm,Mauritius,Flacq,Africa,Yes,Commercial,Tropical,Year-round,January-December,21,31,1200,2200,65,85,0,250,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Medium,High,Garden,Yes,Thrives in warm coastal regions.,,
Bottle Palm,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,36,600,1200,55,80,0,500,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Landscape,Yes,Common ornamental palm in parks and resorts.,,
Bottle Palm,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1800,3000,70,90,0,600,Laterite Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Grows well in humid tropical climates.,,
Bottle Palm,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,35,700,1200,55,80,500,900,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Landscape,Yes,Widely planted along roads and gardens.,,
Bottle Palm,Sri Lanka,Western Province,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,70,90,0,400,Loamy,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Popular ornamental palm in coastal areas.,,
Bottle Palm,Thailand,Phuket,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1500,2500,70,90,0,300,Sandy Loam,High,Full Sun,Low,Medium,Low,Medium,High,Resort Landscape,Yes,Frequently planted in resorts and gardens.,,
Bottle Palm,Malaysia,Selangor,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,500,Loamy,High,Full Sun,Low,Medium,Low,Low,Medium,Landscape,Yes,Thrives in humid tropical environments.,,
Bottle Palm,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,18,32,800,1500,60,80,0,300,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Medium,High,Garden,Yes,Popular ornamental palm in coastal Queensland.,,
Bottle Palm,United States,Florida,North America,No,Commercial,Subtropical,Year-round,January-December,18,32,1000,1600,60,80,0,100,Well-drained Sandy Soil,Moderate,Full Sun,Low,Medium,Medium,Medium,High,Landscape,Yes,Widely grown as an ornamental palm in warm regions.,,
Gulmohar,Madagascar,Antsiranana,Africa,Yes,Commercial,Tropical,Spring,April-June,20,35,800,1500,55,80,0,800,Well-drained Sandy Loam,Moderate,Full Sun,Low,High,High,Low,Medium,Landscape,Yes,Native to Madagascar and widely cultivated worldwide.,,
Gulmohar,India,Tamil Nadu,Asia,No,Commercial,Tropical,Summer,March-June,22,38,600,1200,50,75,0,600,Loamy,Moderate,Full Sun,Low,High,High,Low,Medium,Roadside Plantation,Yes,Common avenue tree in cities and campuses.,,
Gulmohar,India,Karnataka,Asia,No,Commercial,Tropical,Summer,March-May,20,36,700,1200,50,75,500,900,Sandy Loam,Moderate,Full Sun,Low,High,High,Low,Medium,Landscape,Yes,Widely planted in parks and gardens.,,
Gulmohar,India,Kerala,Asia,No,Commercial,Tropical,Spring,February-May,22,34,1800,3000,70,90,0,800,Laterite Loam,High,Full Sun,Low,Medium,Medium,Low,Medium,Garden,Yes,Thrives in humid tropical climates.,,
Gulmohar,Sri Lanka,Western Province,Asia,No,Commercial,Tropical,Spring,March-May,23,33,1800,2500,70,90,0,500,Loamy,High,Full Sun,Low,Medium,Medium,Low,Medium,Landscape,Yes,Popular ornamental shade tree.,,
Gulmohar,Thailand,Bangkok,Asia,No,Commercial,Tropical,Spring,March-May,24,34,1200,1800,65,85,0,400,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Roadside Plantation,Yes,Commonly planted along streets and parks.,,
Gulmohar,Australia,Queensland,Oceania,No,Commercial,Subtropical,Spring,September-November,18,32,700,1200,55,75,0,500,Well-drained Loamy,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Landscape,Yes,Popular ornamental tree in warm regions.,,
Gulmohar,United States,Florida,North America,No,Commercial,Subtropical,Spring,April-June,18,33,1000,1600,60,80,0,100,Sandy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Garden,Yes,Grown in tropical and subtropical landscapes.,,
Gulmohar,Brazil,Rio de Janeiro,South America,No,Commercial,Tropical,Spring,September-November,22,34,1000,1800,60,80,0,800,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Landscape,Yes,Widely cultivated as an ornamental flowering tree.,,
Gulmohar,South Africa,KwaZulu-Natal,Africa,No,Commercial,Subtropical,Spring,September-November,18,32,800,1400,55,75,0,600,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Landscape,Yes,Commonly planted in coastal cities and gardens.,,
Mexican Sunflower,Mexico,Oaxaca,North America,Yes,Commercial,Tropical,Summer,May-September,18,32,800,1500,55,80,500,2000,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Native to Mexico and Central America.,,
Mexican Sunflower,Mexico,Chiapas,North America,Yes,Commercial,Tropical,Summer,May-October,20,33,1000,1800,60,85,300,1800,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Roadside Plantation,Yes,Widely found in open grasslands and roadsides.,,
Mexican Sunflower,Guatemala,Alta Verapaz,North America,Yes,Commercial,Tropical,Rainy,May-October,18,30,1200,2500,65,90,300,1800,Loamy,High,Full Sun,Low,Medium,Medium,Low,Medium,Natural Habitat,Yes,Common in tropical highlands.,,
Mexican Sunflower,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,36,600,1200,50,75,0,600,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Popular ornamental flowering plant.,,
Mexican Sunflower,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,35,700,1200,55,75,500,900,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Grown in home gardens and parks.,,
Mexican Sunflower,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1800,3000,70,90,0,800,Laterite Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Thrives in humid tropical conditions.,,
Mexican Sunflower,Kenya,Rift Valley,Africa,No,Commercial,Tropical,Year-round,January-December,18,30,900,1600,60,80,1200,2500,Volcanic Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Field,Yes,Used as green manure and forage crop.,,
Mexican Sunflower,Nigeria,Oyo,Africa,No,Commercial,Tropical,Rainy,April-October,22,34,1000,1800,60,85,0,700,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Naturalized across many regions.,,
Mexican Sunflower,Philippines,Luzon,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,70,90,0,1000,Sandy Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Roadside Plantation,Yes,Common ornamental and wild flowering plant.,,
Mexican Sunflower,Australia,Queensland,Oceania,No,Commercial,Subtropical,Spring,September-December,18,32,700,1200,55,75,0,600,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Cultivated as an ornamental in warm regions.,,
Jatropha,Mexico,Veracruz,North America,Yes,Commercial,Tropical,Year-round,January-December,20,35,600,1500,50,75,0,1200,Well-drained Sandy Loam,Low,Full Sun,Low,High,High,Medium,Medium,Field,Yes,Native to Mexico and Central America.,,
Jatropha,Mexico,Yucatán,North America,Yes,Commercial,Tropical,Year-round,January-December,22,36,500,1200,45,70,0,500,Sandy Soil,Low,Full Sun,Low,High,High,Medium,Medium,Field,Yes,Thrives in dry tropical climates.,,
Jatropha,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,38,500,1000,45,70,0,600,Red Loamy Soil,Low,Full Sun,Low,High,High,Medium,Medium,Plantation,Yes,Cultivated for biodiesel production.,,
Jatropha,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,36,600,1100,45,70,400,900,Sandy Loam,Low,Full Sun,Low,High,High,Medium,Medium,Plantation,Yes,Commonly grown on marginal lands.,,
Jatropha,India,Rajasthan,Asia,No,Commercial,Arid,Year-round,January-December,18,42,200,500,30,55,100,600,Sandy Soil,Low,Full Sun,Low,High,High,High,High,Plantation,Yes,Suitable for drought-prone regions.,,
Jatropha,Brazil,Bahia,South America,No,Commercial,Tropical,Year-round,January-December,22,34,700,1400,55,75,0,800,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Grown for biofuel and soil conservation.,,
Jatropha,Nigeria,Kaduna,Africa,No,Commercial,Tropical,Wet,April-October,22,34,900,1500,55,80,300,900,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Field,Yes,Used in reforestation and biofuel projects.,,
Jatropha,Kenya,Rift Valley,Africa,No,Commercial,Tropical,Year-round,January-December,18,32,600,1200,50,75,1000,2200,Volcanic Loam,Moderate,Full Sun,Low,Medium,High,Low,Medium,Field,Yes,Cultivated as a drought-resistant crop.,,
Jatropha,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,900,1600,60,80,300,1000,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Plantation,Yes,Commercial plantations exist for biofuel research.,,
Jatropha,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,20,33,600,1200,50,75,0,600,Well-drained Sandy Loam,Low,Full Sun,Low,Medium,High,Medium,Medium,Field,Yes,Grown as an ornamental and biofuel crop.,,
Plumeria,Mexico,Oaxaca,North America,Yes,Commercial,Tropical,Year-round,January-December,20,35,700,1400,50,75,0,1200,Well-drained Sandy Loam,Low,Full Sun,Low,High,High,Medium,Medium,Garden,Yes,Native to Mexico and Central America.,,
Plumeria,Mexico,Yucatán,North America,Yes,Commercial,Tropical,Year-round,January-December,22,36,600,1200,50,75,0,500,Sandy Soil,Low,Full Sun,Low,High,High,Medium,Medium,Landscape,Yes,Common in tropical dry forests.,,
Plumeria,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,38,600,1200,50,75,0,600,Well-drained Loamy,Low,Full Sun,Low,High,High,Low,Medium,Garden,Yes,Widely planted in temples, parks, and home gardens.
Plumeria,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1800,3000,70,90,0,800,Laterite Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Garden,Yes,Thrives in humid tropical regions.,,
Plumeria,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,36,700,1200,50,75,500,900,Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Landscape,Yes,Popular ornamental flowering tree.,,
Plumeria,Thailand,Bangkok,Asia,No,Commercial,Tropical,Year-round,January-December,23,35,1200,1800,65,85,0,500,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Commonly planted around temples and public spaces.,,
Plumeria,Indonesia,Bali,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1500,2500,70,90,0,1000,Volcanic Loam,High,Full Sun,Low,Medium,Medium,Low,Medium,Garden,Yes,An iconic ornamental tree in Balinese landscapes.,,
Plumeria,Hawaii,Honolulu,North America,No,Commercial,Tropical,Year-round,January-December,22,32,700,1500,60,85,0,400,Sandy Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Landscape,Yes,Frangipani is widely cultivated across Hawaii.,,
Plumeria,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,18,32,700,1200,55,75,0,600,Well-drained Loamy,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Garden,Yes,Grown in tropical and subtropical coastal areas.,,
Plumeria,Brazil,São Paulo,South America,No,Commercial,Tropical,Year-round,January-December,20,34,900,1600,55,80,0,800,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Popular ornamental tree in urban landscapes.,,
Ixora,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,36,700,1400,60,85,0,600,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Widely cultivated as an ornamental flowering shrub.,,
Ixora,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1800,3000,70,90,0,800,Laterite Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Thrives in humid tropical climates.,,
Ixora,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,35,700,1200,60,80,500,900,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Landscape,Yes,Commonly planted in parks and home gardens.,,
Ixora,Sri Lanka,Western Province,Asia,Yes,Commercial,Tropical,Year-round,January-December,23,33,1800,2500,70,90,0,500,Loamy,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Native to South Asia and widely cultivated.,,
Ixora,Thailand,Bangkok,Asia,No,Commercial,Tropical,Year-round,January-December,23,35,1200,1800,65,85,0,500,Sandy Loam,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Popular ornamental shrub in landscapes.,,
Ixora,Malaysia,Selangor,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,500,Loamy,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Grows abundantly in tropical gardens.,,
Ixora,Indonesia,Java,Asia,No,Commercial,Tropical,Year-round,January-December,23,33,1800,3000,75,90,0,1000,Volcanic Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Landscape,Yes,Popular hedge and ornamental flowering plant.,,
Ixora,Philippines,Luzon,Asia,No,Commercial,Tropical,Year-round,January-December,24,33,1800,2800,70,90,0,800,Sandy Loam,High,Full Sun,Low,Medium,Low,Low,Medium,Garden,Yes,Commonly planted in residential landscapes.,,
Ixora,Australia,Queensland,Oceania,No,Commercial,Subtropical,Year-round,January-December,18,32,700,1400,60,80,0,500,Well-drained Loamy,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Garden,Yes,Cultivated in tropical and subtropical regions.,,
Ixora,United States,Florida,North America,No,Commercial,Subtropical,Year-round,January-December,20,32,1000,1600,60,85,0,100,Sandy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Landscape,Yes,Widely used as an ornamental hedge in warm climates.,,
Lantana,Mexico,Veracruz,North America,Yes,Commercial,Tropical,Year-round,January-December,20,35,800,1800,55,80,0,1200,Well-drained Sandy Loam,Low,Full Sun,Low,High,High,Medium,Medium,Natural Habitat,Yes,Native to tropical America and widely cultivated.,,
Lantana,Mexico,Yucatán,North America,Yes,Commercial,Tropical,Year-round,January-December,22,36,700,1400,55,80,0,500,Sandy Soil,Low,Full Sun,Low,High,High,Medium,Medium,Garden,Yes,Common in tropical dry forests.,,
Lantana,India,Tamil Nadu,Asia,No,Commercial,Tropical,Year-round,January-December,22,38,600,1200,50,75,0,600,Well-drained Loamy,Low,Full Sun,Low,High,High,Low,Medium,Roadside Plantation,Yes,Widely grown as an ornamental shrub.,,
Lantana,India,Karnataka,Asia,No,Commercial,Tropical,Year-round,January-December,20,36,700,1200,50,75,500,900,Sandy Loam,Low,Full Sun,Low,High,High,Low,Medium,Garden,Yes,Common in parks and gardens.,,
Lantana,India,Kerala,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1800,3000,70,90,0,800,Laterite Loam,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Landscape,Yes,Thrives in humid tropical regions.,,
Lantana,Brazil,São Paulo,South America,No,Commercial,Tropical,Year-round,January-December,20,34,1000,1800,60,80,0,800,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Garden,Yes,Widely cultivated as an ornamental flowering shrub.,,
Lantana,Australia,Queensland,Oceania,No,Naturalized,Subtropical,Year-round,January-December,18,34,700,1400,55,80,0,600,Well-drained Sandy Soil,Low,Full Sun,Low,High,High,Medium,Medium,Natural Habitat,Yes,Naturalized in many regions and considered invasive.,,
Lantana,South Africa,KwaZulu-Natal,Africa,No,Naturalized,Subtropical,Year-round,January-December,18,32,700,1200,55,75,0,800,Sandy Loam,Low,Full Sun,Low,Medium,High,Medium,Medium,Natural Habitat,Yes,Common invasive shrub in warm regions.,,
Lantana,United States,Florida,North America,No,Commercial,Subtropical,Year-round,January-December,20,32,1000,1600,60,85,0,100,Well-drained Sandy Soil,Moderate,Full Sun,Low,Medium,Medium,Low,Medium,Garden,Yes,Popular ornamental shrub in warm climates.,,
Lantana,Thailand,Chiang Mai,Asia,No,Commercial,Tropical,Year-round,January-December,22,34,1000,1800,65,85,300,900,Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Landscape,Yes,Widely planted in parks and gardens.,,
Tulsi,India,Tamil Nadu,Asia,Yes,Commercial,Tropical,Year-round,January-December,20,38,600,1200,50,80,0,600,Well-drained Loamy,Moderate,Full Sun,Low,High,Medium,Low,Medium,Herbal Garden,Yes,Widely cultivated for medicinal and religious purposes.,,
